hour,day,location,weather,road_condition,vehicle_type,accident,special_event,congestion
12,Sun,School-Zone,Rainy,Bad,Bus,1,0,0
8,Mon,Office-Area,Clear,Good,Truck,0,1,0
4,Sat,Market,Rainy,Bad,Bus,1,1,0
0,Mon,Market,Rainy,Bad,Truck,1,1,0
14,Thu,Residential,Rainy,Bad,Truck,0,1,0
0,Wed,School-Zone,Rainy,Bad,Bus,1,1,0
10,Sat,Residential,Rainy,Bad,Bike,1,0,0
12,Fri,Market,Clear,Good,Bus,0,1,1
22,Thu,Highway,Foggy,Bad,Car,0,0,1
15,Thu,Office-Area,Rainy,Good,Car,0,1,1
11,Thu,Highway,Clear,Bad,Bus,0,1,0
0,Sat,Office-Area,Rainy,Bad,Bike,1,0,1
15,Mon,Residential,Clear,Good,Bus,0,1,0
16,Tue,Residential,Rainy,Good,Truck,0,1,1
8,Sat,School-Zone,Rainy,Bad,Truck,0,0,0
9,Fri,Market,Foggy,Good,Car,1,0,0
22,Sat,Market,Clear,Bad,Bike,0,1,1
2,Thu,Residential,Clear,Bad,Bike,1,0,0
1,Sun,Residential,Foggy,Bad,Car,0,1,1
8,Fri,Residential,Clear,Good,Truck,0,0,1
0,Mon,Office-Area,Rainy,Good,Truck,0,0,0
13,Wed,Residential,Rainy,Good,Truck,1,0,1
22,Sun,Residential,Foggy,Good,Car,0,0,0
10,Fri,Highway,Foggy,Bad,Truck,1,1,0
21,Sun,Office-Area,Foggy,Bad,Car,1,0,1
19,Mon,Office-Area,Clear,Good,Car,0,1,1
4,Mon,Residential,Clear,Good,Bike,0,0,0
10,Mon,Office-Area,Rainy,Good,Bus,1,0,0
15,Mon,Residential,Clear,Good,Bike,1,0,1
9,Thu,Market,Clear,Bad,Bus,1,0,1
20,Wed,Office-Area,Clear,Good,Bike,1,1,0
13,Mon,Market,Clear,Bad,Bike,0,0,0
23,Thu,Office-Area,Rainy,Good,Bus,0,1,1
12,Sun,Office-Area,Clear,Bad,Bus,0,1,1
18,Tue,Residential,Rainy,Bad,Truck,1,0,1
13,Wed,Office-Area,Foggy,Bad,Car,1,1,1
13,Mon,Residential,Foggy,Good,Bus,0,1,0
1,Fri,Office-Area,Clear,Bad,Bus,1,1,0
11,Thu,Office-Area,Clear,Bad,Bus,1,1,1
8,Fri,Highway,Foggy,Bad,Car,0,0,0
4,Thu,School-Zone,Foggy,Bad,Truck,1,0,1
12,Mon,Residential,Foggy,Good,Car,0,0,1
1,Fri,Market,Rainy,Bad,Truck,1,0,1
23,Tue,Highway,Rainy,Bad,Truck,1,0,0
5,Thu,Residential,Foggy,Bad,Car,1,0,1
0,Tue,Residential,Foggy,Good,Car,1,1,1
22,Wed,Highway,Rainy,Good,Bus,0,0,0
5,Fri,School-Zone,Clear,Good,Bike,0,0,1
6,Mon,Residential,Foggy,Bad,Truck,1,1,0
19,Tue,Residential,Clear,Good,Truck,1,0,1
20,Sun,School-Zone,Foggy,Good,Car,0,0,0
8,Fri,School-Zone,Rainy,Bad,Truck,1,0,0
10,Sat,Market,Rainy,Bad,Truck,1,0,0
2,Mon,Market,Clear,Bad,Truck,0,0,0
7,Wed,School-Zone,Clear,Good,Bike,1,0,1
5,Sun,Highway,Rainy,Good,Car,0,0,1
8,Sun,Residential,Rainy,Good,Car,1,1,0
16,Sat,Office-Area,Rainy,Good,Bike,1,0,0
9,Sat,Highway,Clear,Bad,Car,0,1,0
18,Tue,Residential,Foggy,Bad,Bus,0,1,0
23,Sun,School-Zone,Foggy,Bad,Car,0,1,1
4,Wed,Office-Area,Foggy,Good,Bus,0,0,0
7,Thu,Residential,Rainy,Good,Bike,0,0,1
14,Fri,Market,Rainy,Good,Bike,1,1,1
9,Tue,Highway,Clear,Bad,Truck,1,1,0
2,Thu,Market,Foggy,Bad,Bike,1,1,0
13,Sat,School-Zone,Rainy,Good,Car,0,1,0
9,Tue,School-Zone,Clear,Bad,Bus,1,0,0
21,Thu,Residential,Rainy,Bad,Car,1,0,0
15,Sun,School-Zone,Clear,Bad,Truck,0,1,0
1,Thu,Highway,Clear,Bad,Truck,0,0,1
3,Wed,Highway,Clear,Good,Bike,0,1,0
16,Wed,Highway,Foggy,Good,Car,0,1,0
6,Wed,Highway,Clear,Good,Truck,1,1,1
16,Fri,Residential,Clear,Good,Car,0,1,0
2,Mon,Highway,Clear,Bad,Car,1,1,1
11,Mon,Residential,Clear,Good,Bus,0,1,0
4,Sun,Residential,Clear,Good,Truck,1,0,0
19,Wed,Market,Foggy,Good,Truck,0,1,1
21,Fri,Market,Clear,Good,Car,0,1,0
4,Mon,School-Zone,Rainy,Bad,Car,1,0,0
3,Sun,Office-Area,Foggy,Bad,Truck,1,1,1
20,Fri,Residential,Foggy,Good,Bus,0,1,0
11,Sat,Office-Area,Foggy,Bad,Bus,0,0,1
16,Sun,Market,Clear,Good,Car,1,1,1
5,Mon,School-Zone,Clear,Bad,Truck,0,0,0
6,Tue,Highway,Clear,Good,Bike,0,1,1
3,Wed,Residential,Foggy,Good,Bike,0,1,0
22,Thu,School-Zone,Foggy,Good,Bike,0,1,0
5,Thu,Highway,Foggy,Bad,Bus,1,0,0
14,Sun,Residential,Clear,Good,Bus,1,1,1
11,Thu,Market,Rainy,Bad,Bike,1,1,0
22,Wed,Residential,Foggy,Bad,Truck,1,1,0
7,Fri,Office-Area,Foggy,Good,Bus,1,0,0
14,Sat,Market,Clear,Good,Bike,1,1,1
0,Wed,School-Zone,Clear,Good,Bus,1,1,0
21,Tue,School-Zone,Rainy,Good,Bus,0,0,1
11,Mon,Highway,Foggy,Good,Bike,1,0,1
17,Sat,Highway,Rainy,Good,Truck,1,1,1
6,Tue,Office-Area,Rainy,Good,Car,1,0,1
12,Sat,School-Zone,Rainy,Bad,Bike,0,1,1
1,Fri,Office-Area,Clear,Good,Bus,1,1,1
20,Fri,Market,Rainy,Bad,Car,0,0,0
13,Tue,Residential,Clear,Bad,Car,0,1,0
2,Tue,Highway,Foggy,Good,Bike,1,1,0
6,Fri,Highway,Rainy,Good,Car,0,1,1
1,Wed,Office-Area,Clear,Good,Truck,1,0,1
18,Thu,School-Zone,Foggy,Good,Car,1,0,0
19,Tue,Residential,Foggy,Good,Car,0,0,0
6,Thu,Residential,Rainy,Bad,Bike,0,0,1
6,Tue,Market,Foggy,Bad,Bike,1,0,0
4,Sat,Residential,Foggy,Good,Bus,0,1,0
8,Wed,Highway,Clear,Good,Truck,1,1,0
6,Sat,Highway,Foggy,Good,Bus,1,1,0
19,Wed,School-Zone,Clear,Good,Car,1,1,1
21,Fri,School-Zone,Foggy,Bad,Truck,0,1,0
9,Thu,Market,Clear,Bad,Car,1,0,1
4,Sun,School-Zone,Clear,Bad,Truck,0,1,0
10,Sun,Highway,Foggy,Bad,Bus,1,1,0
8,Sun,Highway,Rainy,Good,Bike,0,1,1
15,Wed,Residential,Rainy,Good,Bike,1,0,1
18,Sun,Highway,Rainy,Bad,Car,1,0,0
19,Tue,Office-Area,Foggy,Good,Truck,1,1,1
12,Thu,Office-Area,Rainy,Bad,Car,1,1,0
17,Tue,Highway,Clear,Bad,Bike,0,1,0
14,Thu,Market,Foggy,Good,Car,0,0,0
6,Mon,Market,Rainy,Bad,Bike,1,0,1
8,Sat,School-Zone,Clear,Bad,Bus,1,1,1
3,Sat,Market,Rainy,Bad,Bus,0,1,0
0,Sat,School-Zone,Foggy,Good,Car,0,1,1
16,Sun,Market,Clear,Good,Bus,1,1,0
18,Sat,Residential,Clear,Bad,Bike,1,0,0
3,Sat,School-Zone,Clear,Good,Bike,1,1,1
17,Tue,Residential,Clear,Good,Bus,1,0,1
0,Sat,Market,Clear,Bad,Car,1,1,0
3,Tue,School-Zone,Foggy,Good,Truck,0,1,1
13,Thu,Residential,Clear,Bad,Bike,0,0,1
11,Sun,Highway,Clear,Good,Car,1,1,1
16,Sun,Market,Foggy,Good,Truck,1,0,1
1,Fri,Residential,Foggy,Good,Truck,1,0,0
2,Sat,Residential,Clear,Bad,Bus,1,1,1
9,Wed,Office-Area,Foggy,Bad,Bike,0,1,0
14,Fri,Office-Area,Clear,Bad,Bus,1,0,1
17,Mon,Highway,Rainy,Bad,Truck,1,1,1
2,Tue,Market,Rainy,Bad,Truck,1,0,0
18,Mon,School-Zone,Foggy,Bad,Truck,1,0,0
5,Fri,Highway,Foggy,Good,Bus,0,1,0
21,Wed,Office-Area,Rainy,Good,Truck,0,0,0
21,Thu,Market,Foggy,Bad,Bike,1,1,0
0,Fri,Market,Rainy,Good,Truck,0,1,0
23,Mon,Office-Area,Foggy,Bad,Bike,0,0,0
14,Thu,Market,Foggy,Bad,Car,1,0,0
16,Sat,Highway,Clear,Bad,Car,0,0,1
12,Tue,School-Zone,Foggy,Bad,Bus,0,0,0
0,Fri,School-Zone,Clear,Good,Truck,0,0,1
6,Sun,Market,Clear,Bad,Truck,0,0,1
20,Sat,Residential,Foggy,Bad,Car,0,0,0
3,Sun,School-Zone,Clear,Bad,Car,1,1,1
14,Tue,School-Zone,Foggy,Bad,Bus,1,1,0
18,Sun,Highway,Clear,Bad,Car,1,1,1
20,Tue,Highway,Clear,Bad,Car,0,1,0
10,Thu,School-Zone,Rainy,Bad,Car,0,1,1
10,Fri,School-Zone,Foggy,Bad,Car,1,1,0
14,Thu,School-Zone,Rainy,Good,Car,0,0,1
5,Mon,Market,Foggy,Bad,Bus,0,1,0
21,Tue,Market,Clear,Bad,Truck,1,1,0
5,Thu,Office-Area,Clear,Bad,Bike,0,0,0
9,Thu,Residential,Clear,Good,Car,0,1,0
1,Sat,Highway,Rainy,Bad,Truck,0,0,0
2,Tue,Highway,Clear,Bad,Bike,1,0,1
11,Sun,School-Zone,Clear,Bad,Car,0,1,0
9,Mon,Office-Area,Clear,Good,Bus,1,0,0
9,Wed,Highway,Foggy,Good,Bus,1,1,0
12,Thu,School-Zone,Rainy,Good,Car,0,1,0
10,Tue,School-Zone,Rainy,Good,Car,0,1,1
17,Fri,Residential,Clear,Bad,Car,1,0,1
20,Fri,School-Zone,Clear,Bad,Truck,1,1,0
23,Sun,Residential,Clear,Good,Truck,1,1,0
6,Sat,Office-Area,Foggy,Good,Bus,1,0,1
0,Fri,Market,Clear,Good,Bus,1,1,0
1,Tue,Highway,Clear,Good,Bus,1,1,0
21,Sun,Office-Area,Rainy,Bad,Car,1,0,0
23,Wed,Office-Area,Foggy,Good,Bike,1,0,1
19,Mon,Market,Clear,Good,Bus,0,1,1
4,Thu,Highway,Clear,Bad,Car,1,1,0
20,Sat,Residential,Rainy,Good,Truck,1,1,1
0,Fri,Office-Area,Rainy,Bad,Car,0,0,1
12,Sat,Residential,Foggy,Good,Bike,1,1,0
5,Tue,Highway,Foggy,Good,Truck,0,0,0
7,Sat,School-Zone,Clear,Bad,Bike,1,0,1
23,Thu,School-Zone,Rainy,Good,Bike,1,0,0
12,Thu,School-Zone,Rainy,Good,Bike,0,1,0
10,Thu,Office-Area,Clear,Good,Car,1,0,1
12,Mon,Office-Area,Rainy,Bad,Bus,1,0,0
6,Mon,Residential,Rainy,Good,Bike,1,1,0
4,Wed,Office-Area,Foggy,Good,Car,0,1,1
7,Wed,Market,Clear,Good,Bike,1,1,1
11,Sun,Highway,Clear,Bad,Truck,1,0,1
15,Tue,School-Zone,Clear,Good,Car,0,1,1
9,Sat,Highway,Foggy,Bad,Car,1,0,0
1,Mon,Residential,Foggy,Good,Truck,1,1,1
21,Wed,Highway,Rainy,Bad,Car,0,1,0
0,Thu,Highway,Foggy,Bad,Bike,1,1,0
0,Mon,School-Zone,Rainy,Bad,Bus,0,1,1
6,Sun,Market,Foggy,Bad,Bike,1,1,0
19,Fri,Highway,Foggy,Good,Bike,1,0,0
4,Wed,Highway,Clear,Bad,Bike,0,0,0
7,Fri,Office-Area,Rainy,Good,Bus,1,1,0
20,Fri,Office-Area,Rainy,Good,Truck,1,0,0
13,Thu,Office-Area,Rainy,Bad,Bike,0,1,1
20,Sat,Highway,Foggy,Bad,Bus,1,1,1
19,Sun,School-Zone,Foggy,Good,Car,1,0,0
10,Thu,Market,Clear,Bad,Bus,1,0,0
23,Thu,Market,Rainy,Bad,Car,0,0,0
23,Tue,School-Zone,Clear,Bad,Truck,0,1,0
4,Sat,Residential,Clear,Bad,Bus,1,0,1
1,Tue,Highway,Clear,Bad,Car,0,1,1
5,Tue,Office-Area,Foggy,Bad,Car,1,0,0
19,Wed,Highway,Clear,Bad,Bike,1,1,1
11,Fri,School-Zone,Foggy,Bad,Bus,1,1,0
6,Mon,Market,Foggy,Good,Car,0,0,1
13,Mon,Office-Area,Foggy,Good,Bus,1,0,1
5,Sat,School-Zone,Clear,Good,Truck,1,1,0
11,Thu,School-Zone,Rainy,Bad,Bike,0,1,1
21,Tue,Highway,Clear,Bad,Bike,1,0,0
7,Fri,Residential,Clear,Bad,Bus,1,1,0
18,Fri,Office-Area,Clear,Good,Truck,1,1,0
3,Thu,Residential,Clear,Good,Car,0,0,0
6,Wed,Market,Clear,Good,Truck,0,1,0
2,Mon,Residential,Foggy,Bad,Bus,0,1,0
21,Wed,School-Zone,Foggy,Good,Car,0,1,1
7,Wed,School-Zone,Rainy,Bad,Bike,0,0,1
8,Mon,Residential,Clear,Good,Truck,0,1,0
14,Mon,Residential,Rainy,Bad,Truck,1,1,1
15,Fri,School-Zone,Foggy,Bad,Bike,0,0,1
18,Wed,Office-Area,Foggy,Bad,Bus,1,0,1
9,Tue,School-Zone,Foggy,Bad,Bike,1,1,0
5,Sun,School-Zone,Foggy,Good,Truck,1,1,0
4,Wed,Residential,Rainy,Good,Bike,1,0,1
2,Wed,Highway,Foggy,Bad,Truck,0,0,1
2,Mon,Highway,Clear,Good,Truck,1,0,1
5,Mon,School-Zone,Rainy,Bad,Bike,0,1,1
0,Sat,Market,Foggy,Bad,Bus,1,0,1
17,Thu,School-Zone,Rainy,Good,Bike,0,0,0
0,Sat,Residential,Foggy,Good,Bike,1,0,0
1,Tue,School-Zone,Foggy,Good,Car,0,0,1
2,Sat,Residential,Rainy,Bad,Bike,1,0,0
19,Wed,Highway,Rainy,Bad,Truck,0,0,1
14,Thu,Highway,Rainy,Bad,Car,1,1,1
5,Thu,School-Zone,Foggy,Good,Truck,1,0,0
16,Tue,School-Zone,Foggy,Bad,Bike,0,0,0
19,Sun,Market,Clear,Bad,Bike,1,1,1
16,Sun,School-Zone,Rainy,Bad,Car,1,0,0
18,Wed,Highway,Rainy,Good,Bus,1,0,1
2,Fri,Residential,Rainy,Good,Truck,0,1,1
13,Thu,School-Zone,Foggy,Good,Bike,0,1,0
12,Mon,Highway,Rainy,Good,Truck,0,1,0
1,Fri,Office-Area,Clear,Good,Truck,0,0,1
21,Mon,School-Zone,Foggy,Bad,Bike,0,0,1
11,Wed,Market,Rainy,Bad,Bike,1,0,0
0,Thu,School-Zone,Clear,Good,Car,1,1,1
7,Wed,Office-Area,Rainy,Good,Truck,1,0,0
4,Wed,Market,Foggy,Good,Car,0,1,1
14,Tue,School-Zone,Clear,Bad,Bike,1,1,0
6,Mon,School-Zone,Clear,Bad,Bus,0,1,0
0,Fri,Market,Foggy,Bad,Bus,1,1,0
1,Sat,School-Zone,Clear,Good,Bus,1,0,1
10,Wed,Residential,Clear,Good,Truck,0,0,0
15,Sun,Highway,Clear,Good,Truck,0,1,1
8,Thu,Residential,Rainy,Good,Truck,1,1,0
13,Tue,School-Zone,Rainy,Good,Bike,1,1,1
4,Tue,Highway,Rainy,Good,Truck,0,0,0
9,Wed,Market,Clear,Bad,Bike,1,1,1
16,Fri,Office-Area,Clear,Bad,Bus,0,1,0
5,Mon,Market,Foggy,Bad,Truck,0,0,1
10,Mon,Market,Rainy,Bad,Truck,1,0,1
23,Sun,Market,Clear,Good,Bike,1,1,0
12,Wed,School-Zone,Clear,Good,Truck,0,0,0
20,Mon,Market,Rainy,Good,Bike,1,1,1
12,Thu,Office-Area,Foggy,Good,Bike,0,1,0
12,Wed,Office-Area,Foggy,Good,Bike,0,0,0
8,Sat,Office-Area,Clear,Good,Car,0,0,1
16,Fri,Highway,Rainy,Bad,Bus,0,1,0
4,Wed,Office-Area,Foggy,Good,Truck,1,1,1
3,Sun,Market,Rainy,Bad,Bike,0,0,1
22,Sun,Highway,Foggy,Good,Truck,0,0,0
18,Sun,Office-Area,Foggy,Good,Car,1,1,0
6,Sun,Market,Foggy,Bad,Bus,0,1,0
21,Tue,Residential,Foggy,Bad,Bike,1,1,0
11,Wed,Market,Rainy,Good,Truck,0,1,1
0,Sun,Residential,Foggy,Bad,Car,0,0,1
19,Wed,Highway,Foggy,Good,Bus,1,1,0
12,Sat,Office-Area,Foggy,Bad,Car,1,0,1
16,Thu,School-Zone,Clear,Good,Truck,1,1,1
17,Mon,Market,Clear,Good,Truck,1,1,0
16,Fri,Office-Area,Clear,Good,Bus,1,0,1
15,Wed,Residential,Foggy,Good,Truck,0,0,0
13,Sun,School-Zone,Clear,Good,Truck,1,1,1
6,Mon,Market,Clear,Good,Bus,1,1,1
17,Sun,Office-Area,Clear,Bad,Truck,0,1,1
22,Sat,Market,Rainy,Bad,Bike,1,1,1
22,Sat,Highway,Rainy,Good,Bike,0,1,0
1,Tue,Market,Foggy,Bad,Truck,0,0,0
18,Wed,School-Zone,Clear,Good,Bike,1,0,1
23,Wed,School-Zone,Rainy,Bad,Bus,0,0,1
2,Sat,Office-Area,Clear,Bad,Bus,0,0,0
6,Tue,Residential,Foggy,Bad,Truck,0,1,0
4,Thu,Market,Clear,Bad,Truck,0,1,1
7,Mon,Market,Foggy,Good,Truck,1,1,1
22,Fri,School-Zone,Foggy,Good,Bike,0,1,1
22,Tue,Market,Rainy,Good,Bike,1,0,0
5,Sat,Highway,Rainy,Good,Bus,0,0,1
13,Wed,Residential,Rainy,Bad,Bus,1,0,0
3,Fri,Residential,Foggy,Good,Bus,1,0,0
9,Sat,Residential,Clear,Good,Car,0,0,0
4,Thu,Residential,Foggy,Bad,Car,1,0,0
5,Thu,Residential,Clear,Bad,Truck,1,1,1
0,Tue,Market,Clear,Bad,Truck,0,0,0
0,Sun,Residential,Rainy,Bad,Truck,0,1,1
14,Sun,Market,Rainy,Bad,Car,1,0,0
16,Thu,Office-Area,Foggy,Good,Bike,0,0,0
18,Wed,Office-Area,Foggy,Bad,Car,0,1,1
5,Thu,Residential,Clear,Good,Truck,0,1,0
22,Mon,Highway,Clear,Bad,Car,0,0,1
5,Sat,Highway,Rainy,Bad,Car,0,0,0
5,Thu,Residential,Clear,Bad,Car,0,1,1
6,Mon,School-Zone,Rainy,Bad,Car,1,0,1
11,Thu,Residential,Clear,Bad,Truck,1,0,1
5,Wed,Residential,Rainy,Good,Bus,0,1,0
22,Tue,Highway,Rainy,Bad,Truck,1,0,1
1,Thu,School-Zone,Rainy,Bad,Truck,1,0,0
4,Wed,Highway,Foggy,Good,Bus,0,1,1
10,Wed,Residential,Foggy,Good,Bus,1,0,1
20,Fri,Market,Foggy,Good,Bike,1,0,1
14,Sun,Office-Area,Rainy,Good,Bus,0,0,1
7,Tue,Market,Foggy,Bad,Bike,1,0,1
11,Mon,School-Zone,Clear,Bad,Car,1,0,0
14,Wed,Office-Area,Rainy,Good,Truck,0,1,1
3,Thu,Highway,Foggy,Good,Truck,0,0,1
16,Wed,Residential,Rainy,Bad,Bike,0,0,0
15,Sun,Residential,Rainy,Good,Car,1,0,1
0,Thu,Office-Area,Foggy,Good,Truck,1,1,1
0,Sun,Highway,Rainy,Bad,Car,1,1,0
16,Sun,School-Zone,Rainy,Good,Bus,1,0,0
11,Wed,Market,Foggy,Good,Truck,0,1,0
20,Wed,Market,Foggy,Bad,Bike,0,1,0
16,Wed,School-Zone,Foggy,Good,Bus,1,1,0
7,Sun,Highway,Rainy,Bad,Car,1,0,0
11,Thu,Highway,Foggy,Bad,Truck,0,1,0
1,Sun,Market,Rainy,Good,Car,1,1,0
6,Mon,Highway,Foggy,Good,Car,1,1,1
19,Tue,Market,Clear,Bad,Truck,0,0,0
9,Sat,Residential,Rainy,Bad,Bike,0,1,0
7,Sat,Market,Clear,Bad,Car,1,0,0
20,Mon,Highway,Clear,Bad,Truck,0,1,1
6,Wed,Residential,Rainy,Good,Bike,1,1,1
9,Sun,Market,Foggy,Bad,Bus,1,0,0
21,Sat,Highway,Foggy,Bad,Car,0,0,1
12,Sun,Residential,Foggy,Good,Truck,1,1,0
5,Fri,Market,Clear,Bad,Truck,0,1,0
12,Thu,Residential,Rainy,Bad,Bus,1,1,1
16,Sun,Highway,Rainy,Good,Car,0,0,1
22,Mon,Office-Area,Clear,Good,Car,0,0,1
0,Fri,Highway,Foggy,Good,Car,1,0,0
23,Tue,Residential,Rainy,Good,Truck,0,0,0
4,Thu,Office-Area,Foggy,Bad,Car,0,1,1
16,Sun,Residential,Foggy,Good,Bus,1,0,1
7,Wed,Residential,Clear,Bad,Truck,0,1,0
19,Mon,Residential,Foggy,Good,Car,1,0,0
8,Sun,Market,Foggy,Bad,Car,0,1,0
12,Sun,Highway,Rainy,Bad,Car,1,0,0
9,Mon,Market,Foggy,Good,Truck,0,0,1
1,Fri,Highway,Rainy,Good,Bus,1,0,1
1,Sat,Office-Area,Foggy,Bad,Truck,0,0,0
15,Fri,Residential,Rainy,Bad,Truck,1,0,1
10,Fri,Residential,Rainy,Good,Truck,1,0,0
18,Thu,Highway,Foggy,Good,Bike,1,0,0
10,Sun,School-Zone,Clear,Bad,Bus,0,1,0
5,Fri,Residential,Rainy,Good,Truck,0,1,0
12,Fri,Market,Clear,Good,Car,0,0,0
19,Fri,Office-Area,Foggy,Good,Bus,0,1,1
8,Tue,School-Zone,Foggy,Bad,Bus,1,1,1
4,Fri,School-Zone,Foggy,Bad,Car,1,0,1
17,Tue,Highway,Rainy,Bad,Bike,0,0,1
9,Sun,Office-Area,Rainy,Bad,Bus,1,0,1
13,Sun,Highway,Foggy,Bad,Bike,0,0,0
16,Fri,Residential,Rainy,Bad,Bike,1,1,1
1,Thu,Office-Area,Foggy,Good,Bike,0,1,0
19,Tue,School-Zone,Clear,Good,Truck,0,0,1
11,Thu,School-Zone,Clear,Good,Bus,1,0,1
9,Mon,Market,Rainy,Bad,Bike,1,0,1
16,Fri,Highway,Foggy,Bad,Bike,0,1,0
4,Tue,Office-Area,Rainy,Good,Bike,0,0,0
4,Sun,Residential,Rainy,Bad,Car,0,1,0
9,Wed,Office-Area,Rainy,Bad,Car,0,1,1
10,Fri,Office-Area,Rainy,Bad,Bike,0,1,0
23,Mon,School-Zone,Clear,Good,Bike,1,0,1
16,Thu,Office-Area,Rainy,Bad,Truck,1,1,1
12,Sat,Residential,Rainy,Bad,Car,0,1,0
4,Thu,School-Zone,Foggy,Good,Truck,1,0,0
4,Sat,School-Zone,Clear,Good,Bus,1,1,0
19,Wed,Office-Area,Rainy,Good,Bike,1,0,1
9,Fri,Highway,Rainy,Good,Car,1,1,0
22,Fri,Market,Rainy,Good,Car,1,1,0
14,Sat,Market,Rainy,Bad,Bus,1,1,1
0,Thu,Office-Area,Foggy,Bad,Bike,0,0,1
6,Sun,Office-Area,Rainy,Bad,Truck,1,0,1
19,Sat,Market,Foggy,Bad,Truck,0,1,1
0,Mon,Residential,Foggy,Good,Car,0,0,0
13,Mon,Highway,Clear,Bad,Bus,0,1,0
2,Wed,School-Zone,Clear,Bad,Truck,0,0,1
21,Thu,Highway,Foggy,Bad,Truck,1,1,1
11,Fri,Market,Foggy,Bad,Bike,0,0,1
16,Thu,Office-Area,Clear,Good,Bus,0,0,0
5,Sun,Office-Area,Rainy,Good,Car,1,0,0
13,Fri,School-Zone,Clear,Bad,Car,0,0,1
16,Fri,Highway,Clear,Good,Car,1,1,1
19,Sat,Market,Rainy,Good,Bus,0,1,1
12,Mon,Highway,Rainy,Good,Truck,1,1,0
1,Sun,School-Zone,Rainy,Bad,Bus,1,1,0
5,Sat,Office-Area,Clear,Bad,Truck,1,1,0
14,Wed,Residential,Rainy,Bad,Truck,1,0,1
8,Wed,School-Zone,Clear,Good,Car,0,0,1
12,Wed,Residential,Foggy,Bad,Car,1,1,1
8,Mon,Highway,Rainy,Good,Truck,0,0,1
9,Tue,Office-Area,Clear,Good,Bus,1,0,0
15,Fri,Office-Area,Rainy,Good,Truck,1,1,1
7,Sat,School-Zone,Foggy,Good,Car,1,1,1
20,Tue,Office-Area,Clear,Bad,Truck,1,1,0
22,Tue,School-Zone,Clear,Good,Bus,1,1,0
18,Wed,Office-Area,Foggy,Good,Bike,1,1,1
23,Tue,Residential,Clear,Bad,Car,1,1,1
23,Mon,Office-Area,Foggy,Good,Bus,0,1,1
22,Sun,Highway,Foggy,Good,Truck,1,1,1
21,Mon,Highway,Foggy,Bad,Bus,0,0,1
18,Sat,School-Zone,Rainy,Bad,Truck,1,0,0
8,Thu,Highway,Clear,Bad,Car,0,1,0
21,Sat,Office-Area,Clear,Good,Bike,1,1,0
11,Sat,Highway,Foggy,Bad,Bike,0,1,0
13,Sun,Market,Clear,Good,Bus,0,0,1
23,Sun,Highway,Rainy,Bad,Car,1,0,1
8,Fri,Market,Rainy,Bad,Car,0,0,0
13,Wed,School-Zone,Rainy,Bad,Bus,0,0,0
21,Wed,Residential,Foggy,Good,Bus,0,0,1
22,Mon,Highway,Clear,Good,Truck,0,0,1
23,Sun,School-Zone,Rainy,Good,Car,1,0,0
8,Thu,Highway,Rainy,Good,Truck,0,0,1
5,Tue,Office-Area,Clear,Good,Bus,0,1,0
16,Thu,Office-Area,Clear,Bad,Bike,0,0,0
7,Wed,School-Zone,Foggy,Good,Truck,0,0,1
13,Sat,School-Zone,Clear,Good,Bike,0,1,0
14,Tue,Market,Foggy,Good,Car,1,0,0
18,Mon,Residential,Foggy,Good,Truck,0,1,0
15,Wed,Residential,Rainy,Bad,Bus,0,0,0
21,Wed,Residential,Rainy,Good,Bus,1,1,1
5,Mon,Office-Area,Rainy,Good,Bike,1,0,1
13,Wed,School-Zone,Clear,Good,Car,0,0,0
13,Sat,Market,Clear,Bad,Car,0,1,0
12,Wed,Office-Area,Rainy,Good,Car,1,0,1
12,Sun,School-Zone,Foggy,Good,Car,0,0,1
10,Tue,Office-Area,Rainy,Good,Car,1,1,1
3,Mon,Residential,Rainy,Bad,Car,0,0,0
19,Tue,Highway,Clear,Good,Truck,0,0,1
3,Mon,Office-Area,Foggy,Bad,Bus,1,0,0
16,Mon,School-Zone,Foggy,Bad,Bus,1,0,1
9,Wed,Office-Area,Clear,Bad,Car,1,1,1
10,Sun,Market,Foggy,Good,Bike,1,0,0
15,Fri,Market,Clear,Good,Truck,0,1,1
1,Tue,Office-Area,Foggy,Good,Truck,0,0,0
6,Tue,Residential,Foggy,Good,Bus,0,0,1
17,Sun,Market,Clear,Good,Bike,0,1,1
1,Thu,Market,Foggy,Bad,Truck,0,0,0
0,Wed,School-Zone,Rainy,Bad,Bike,0,1,0
3,Tue,Market,Rainy,Bad,Truck,0,1,0
4,Wed,School-Zone,Clear,Bad,Bike,0,1,0
4,Wed,Highway,Foggy,Good,Bike,0,0,0
19,Fri,Market,Clear,Bad,Car,0,1,0
8,Tue,Highway,Clear,Good,Car,1,1,0
3,Sat,Office-Area,Rainy,Good,Car,0,0,1
6,Wed,Office-Area,Clear,Good,Bike,0,0,0
0,Sun,Market,Rainy,Bad,Car,0,0,1
14,Sun,Market,Foggy,Bad,Bike,1,1,0
5,Sun,Residential,Foggy,Bad,Car,1,1,0
9,Sat,School-Zone,Rainy,Good,Bus,1,1,0
7,Tue,Market,Rainy,Good,Bus,0,1,0
10,Sat,School-Zone,Clear,Bad,Truck,1,0,0
5,Thu,Highway,Clear,Bad,Bike,0,1,1
19,Sat,School-Zone,Rainy,Bad,Bus,1,0,1
5,Wed,School-Zone,Clear,Good,Truck,0,0,0
3,Mon,Highway,Rainy,Bad,Bike,0,0,1
